airline,source_city,departure_time,stops,arrival_time,destination_city,classy,duration,days_left,price
AirAsia,Delhi,Early_Morning,two_or_more,Night,Bangalore,Economy,16.58,9,7423
Air_India,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,48,2476
Vistara,Delhi,Night,one,Afternoon,Mumbai,Economy,17.92,37,5227
GO_FIRST,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.83,40,8275
Indigo,Delhi,Late_Night,one,Early_Morning,Mumbai,Economy,7.75,49,3553
Air_India,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.75,7,7425
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,18.92,35,5756
Vistara,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,31,8121
Indigo,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,33,3001
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,6.0,17,6296
Air_India,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,6,12990
GO_FIRST,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.5,7,5954
Vistara,Delhi,Evening,one,Morning,Bangalore,Economy,13.83,4,10680
GO_FIRST,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.33,21,4020
Air_India,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.5,12,7468
Indigo,Delhi,Night,zero,Night,Mumbai,Economy,2.08,49,3001
Vistara,Delhi,Morning,one,Afternoon,Mumbai,Economy,27.58,46,5907
Vistara,Delhi,Morning,one,Night,Bangalore,Economy,11.17,26,4496
Indigo,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.42,42,2410
Vistara,Delhi,Night,zero,Night,Bangalore,Economy,2.67,47,4501
Air_India,Delhi,Night,one,Night,Mumbai,Economy,24.25,47,4939
Indigo,Delhi,Morning,one,Afternoon,Bangalore,Economy,6.25,34,3302
GO_FIRST,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,9.67,48,4020
Indigo,Delhi,Night,one,Early_Morning,Bangalore,Economy,10.0,16,5040
GO_FIRST,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,16,5087
GO_FIRST,Delhi,Night,one,Early_Morning,Mumbai,Economy,11.75,48,5806
SpiceJet,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,1,7425
GO_FIRST,Delhi,Night,one,Morning,Mumbai,Economy,11.83,36,6286
Vistara,Delhi,Night,one,Morning,Bangalore,Economy,11.17,31,4272
SpiceJet,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,31,3569
Air_India,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.08,13,12990
Vistara,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.0,20,7575
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,14,10680
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,28,4496
Indigo,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,2,5955
Air_India,Delhi,Morning,one,Afternoon,Bangalore,Economy,29.17,2,9840
Vistara,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,5,5955
Vistara,Delhi,Morning,one,Morning,Bangalore,Economy,22.42,45,3357
Air_India,Delhi,Night,one,Night,Mumbai,Economy,24.25,48,4939
AirAsia,Delhi,Morning,one,Evening,Bangalore,Economy,9.92,24,3090
GO_FIRST,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,35,2410
Air_India,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.83,3,25223
SpiceJet,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,2,24489
Vistara,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.5,33,6296
Air_India,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,46,4939
Indigo,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.92,17,4500
Air_India,Delhi,Evening,one,Evening,Mumbai,Economy,24.92,21,4939
Indigo,Delhi,Night,one,Late_Night,Bangalore,Economy,5.25,20,3587
Indigo,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,42,3001
Indigo,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.42,22,2410
GO_FIRST,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.33,43,13934
Indigo,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.83,17,4189
Indigo,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,41,3001
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,8.83,4,9998
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,6.25,2,15510
Vistara,Delhi,Night,one,Night,Mumbai,Economy,23.83,22,7838
Indigo,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.33,46,4007
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,8.0,34,5958
Air_India,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,24,6227
Air_India,Delhi,Night,one,Night,Bangalore,Economy,24.83,14,10260
Indigo,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,28,4500
SpiceJet,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,43,2456
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,10.42,10,10680
Indigo,Delhi,Morning,one,Night,Bangalore,Economy,11.42,14,10680
Vistara,Delhi,Morning,one,Morning,Bangalore,Economy,22.42,35,3357
Air_India,Delhi,Evening,one,Morning,Bangalore,Economy,17.92,46,6177
Indigo,Delhi,Morning,one,Afternoon,Bangalore,Economy,6.25,22,3354
Vistara,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.5,26,5040
Indigo,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.92,15,4500
Air_India,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,19,2476
GO_FIRST,Delhi,Night,one,Early_Morning,Mumbai,Economy,11.25,19,5806
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,24.75,21,3897
Indigo,Delhi,Night,one,Morning,Bangalore,Economy,9.67,47,4007
Vistara,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.0,34,5640
AirAsia,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.67,22,3090
Air_India,Delhi,Early_Morning,one,Evening,Mumbai,Economy,12.17,16,8633
GO_FIRST,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.58,33,4501
AirAsia,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.58,23,2409
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,40,6296
AirAsia,Delhi,Evening,one,Early_Morning,Mumbai,Economy,15.17,14,8869
Vistara,Delhi,Morning,one,Night,Bangalore,Economy,9.25,23,4496
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,6.0,27,6296
Vistara,Delhi,Early_Morning,one,Morning,Bangalore,Economy,25.33,26,3357
GO_FIRST,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,31,7469
Air_India,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,19,7262
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,8.58,17,6008
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,9.92,43,4007
Vistara,Delhi,Night,one,Evening,Bangalore,Economy,22.92,27,3357
GO_FIRST,Delhi,Late_Night,one,Early_Morning,Bangalore,Economy,5.08,46,4020
Indigo,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.42,38,4652
GO_FIRST,Delhi,Night,one,Early_Morning,Bangalore,Economy,9.17,17,5563
GO_FIRST,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,8.67,45,6219
SpiceJet,Delhi,Evening,one,Night,Bangalore,Economy,6.08,48,5938
Vistara,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,8,6690
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,24.75,35,3677
Air_India,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,28,6452
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,18.92,40,5231
Indigo,Delhi,Evening,one,Night,Mumbai,Economy,4.42,6,7420
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,7.58,36,4496
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,15,6296
Indigo,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.92,12,13620
AirAsia,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.42,49,3090
AirAsia,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.58,44,2409
SpiceJet,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,18,2621
Air_India,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,20,2476
Vistara,Delhi,Night,one,Morning,Mumbai,Economy,13.42,49,4927
Vistara,Delhi,Evening,zero,Evening,Bangalore,Economy,2.75,37,4501
SpiceJet,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,21.08,20,3519
Air_India,Delhi,Morning,one,Night,Bangalore,Economy,14.08,10,9840
Air_India,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.67,34,6177
GO_FIRST,Delhi,Early_Morning,one,Evening,Bangalore,Economy,8.17,31,4020
Indigo,Delhi,Night,one,Early_Morning,Mumbai,Economy,7.67,22,2994
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,8.0,41,5958
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,9,12150
GO_FIRST,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,31,2410
GO_FIRST,Delhi,Evening,zero,Evening,Mumbai,Economy,2.08,19,2410
Indigo,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,46,4500
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,6.58,11,10680
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,7.83,40,4007
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,9.75,33,4496
Vistara,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,27,4501
Vistara,Delhi,Night,zero,Night,Bangalore,Economy,2.67,27,4501
Air_India,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.42,7,12150
Air_India,Delhi,Afternoon,one,Evening,Bangalore,Economy,27.42,19,7793
SpiceJet,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,22,5619
GO_FIRST,Delhi,Morning,one,Evening,Bangalore,Economy,6.83,33,4205
AirAsia,Delhi,Afternoon,one,Night,Bangalore,Economy,10.58,31,4019
Air_India,Delhi,Night,one,Morning,Mumbai,Economy,11.42,44,3855
Air_India,Delhi,Afternoon,one,Evening,Bangalore,Economy,27.75,31,5504
Vistara,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,40,2700
Indigo,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.42,11,7420
Vistara,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.92,10,12150
Vistara,Delhi,Afternoon,one,Morning,Mumbai,Economy,21.83,4,9000
SpiceJet,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,6,5953
Indigo,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,42,3570
GO_FIRST,Delhi,Afternoon,one,Night,Bangalore,Economy,7.25,31,4020
GO_FIRST,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.5,21,7469
GO_FIRST,Delhi,Early_Morning,one,Evening,Bangalore,Economy,8.17,27,5610
Air_India,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,44,2476
GO_FIRST,Delhi,Night,one,Morning,Mumbai,Economy,10.5,46,5087
Vistara,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.92,5,10680
Air_India,Delhi,Morning,one,Morning,Mumbai,Economy,25.5,32,3831
Air_India,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.67,18,6177
Indigo,Delhi,Late_Night,zero,Early_Morning,Bangalore,Economy,2.92,41,4500
Vistara,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.75,47,4272
Indigo,Delhi,Evening,one,Night,Bangalore,Economy,6.5,39,3302
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,8.0,28,5958
AirAsia,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.67,20,3090
SpiceJet,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,36,9788
SpiceJet,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,43,4197
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,9.83,4,10260
Indigo,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.67,31,4007
Vistara,Delhi,Morning,one,Night,Mumbai,Economy,12.58,23,5227
Indigo,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.92,32,4500
Indigo,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,9.08,25,5399
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,8.58,15,3829
Indigo,Delhi,Evening,one,Night,Bangalore,Economy,6.07,45,3996
GO_FIRST,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,27,2410
Air_India,Delhi,Evening,one,Evening,Mumbai,Economy,22.75,36,5026
Indigo,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,43,2410
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,5.42,48,4496
Air_India,Delhi,Afternoon,one,Evening,Mumbai,Economy,4.58,27,4559
Indigo,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,20,3001
GO_FIRST,Delhi,Morning,one,Night,Mumbai,Economy,12.75,49,5958
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,45,3564
Air_India,Delhi,Morning,one,Evening,Bangalore,Economy,6.08,43,5148
GO_FIRST,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.5,1,5954
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,7.08,20,5186
Air_India,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,10.08,16,8036
Air_India,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.75,32,4480
GO_FIRST,Delhi,Early_Morning,one,Evening,Bangalore,Economy,8.17,26,4020
GO_FIRST,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.08,29,2410
Air_India,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.5,13,10680
Air_India,Delhi,Evening,one,Evening,Bangalore,Economy,23.5,7,10680
Air_India,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,6,5955
GO_FIRST,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,9.08,12,7424
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,12.42,37,6296
Vistara,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12.83,24,4896
Air_India,Delhi,Evening,one,Morning,Bangalore,Economy,16.17,19,4545
Vistara,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.5,33,5227
SpiceJet,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,21.08,19,3519
GO_FIRST,Delhi,Morning,one,Evening,Bangalore,Economy,7.83,46,5803
AirAsia,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.33,45,3090
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.58,9,16210
Air_India,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.58,24,4030
AirAsia,Delhi,Evening,one,Early_Morning,Mumbai,Economy,11.67,23,2409
Vistara,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,25,3100
Vistara,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,10,5955
GO_FIRST,Delhi,Afternoon,one,Night,Bangalore,Economy,8.42,14,7424
Vistara,Delhi,Night,one,Morning,Bangalore,Economy,12.25,47,3357
GO_FIRST,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.33,42,13934
GO_FIRST,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.17,21,4020
SpiceJet,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,38,4500
Indigo,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.58,33,3127
Air_India,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,42,3855
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,3,16859
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,41,5226
AirAsia,Delhi,Night,one,Early_Morning,Mumbai,Economy,9.83,48,2409
Vistara,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.42,26,4496
GO_FIRST,Delhi,Night,one,Morning,Mumbai,Economy,12.92,47,4399
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,26.67,1,14093
Vistara,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,22,7838
Air_India,Delhi,Evening,one,Night,Bangalore,Economy,5.0,29,3621
SpiceJet,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,18,4721
AirAsia,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.42,29,3090
SpiceJet,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,11,5955
Vistara,Delhi,Evening,one,Evening,Bangalore,Economy,25.83,34,3357
GO_FIRST,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,28,2410
SpiceJet,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,22,2621
AirAsia,Delhi,Evening,one,Early_Morning,Mumbai,Economy,11.67,37,2409
Vistara,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.0,5,10680
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,11,12990
Vistara,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12.0,27,4496
GO_FIRST,Delhi,Early_Morning,one,Evening,Bangalore,Economy,8.17,23,5610
AirAsia,Delhi,Morning,one,Late_Night,Mumbai,Economy,15.0,14,5949
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,8.58,39,4007
Air_India,Delhi,Evening,one,Afternoon,Bangalore,Economy,17.83,37,5110
Air_India,Delhi,Night,one,Morning,Mumbai,Economy,12.25,18,4251
Indigo,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.92,34,4500
GO_FIRST,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.58,12,5954
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,8.83,23,3671
Vistara,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.5,10,12150
GO_FIRST,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.5,11,12885
Vistara,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,43,2700
Air_India,Delhi,Night,one,Afternoon,Mumbai,Economy,17.75,8,12740
Indigo,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,5.25,48,3778
Air_India,Delhi,Early_Morning,one,Evening,Mumbai,Economy,9.75,46,6312
Vistara,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.92,11,10680
Air_India,Delhi,Morning,one,Afternoon,Bangalore,Economy,6.17,9,9840
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,18.25,24,10907
GO_FIRST,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.33,12,11619
Indigo,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.58,45,2410
Air_India,Delhi,Morning,one,Night,Bangalore,Economy,12.5,18,4041
GO_FIRST,Delhi,Afternoon,one,Night,Bangalore,Economy,8.17,12,7424
AirAsia,Delhi,Early_Morning,two_or_more,Evening,Bangalore,Economy,11.92,12,7423
GO_FIRST,Delhi,Afternoon,one,Night,Mumbai,Economy,9.25,9,5954
GO_FIRST,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.25,42,2410
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.58,41,4019
SpiceJet,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,32,3569
Air_India,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.42,44,4926
Vistara,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,25,7575
SpiceJet,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,38,2456
Air_India,Delhi,Early_Morning,one,Evening,Bangalore,Economy,10.5,39,4230
GO_FIRST,Delhi,Evening,one,Late_Night,Bangalore,Economy,6.17,46,4020
Vistara,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12.83,15,5106
Vistara,Delhi,Morning,one,Night,Mumbai,Economy,12.17,8,12150
GO_FIRST,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.0,11,11153
AirAsia,Delhi,Early_Morning,two_or_more,Evening,Bangalore,Economy,11.92,42,4019
Indigo,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,47,4500
GO_FIRST,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.33,24,10672
SpiceJet,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,36,4500
AirAsia,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.58,8,7423
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,7.92,20,7571
Air_India,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.67,13,9988
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,43,5810
GO_FIRST,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.33,39,4020
GO_FIRST,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.08,33,2410
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,6.58,34,4496
Vistara,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,6,5955
GO_FIRST,Delhi,Night,zero,Night,Mumbai,Economy,2.25,37,2410
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,27,5281
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,9.08,8,14565
Vistara,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.42,36,5321
GO_FIRST,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.25,12,5954
Indigo,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.67,9,11258
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,6.0,5,13725
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,8.92,45,4496
GO_FIRST,Delhi,Evening,one,Late_Night,Bangalore,Economy,5.75,34,4205
Air_India,Delhi,Evening,one,Night,Bangalore,Economy,5.0,27,3621
Indigo,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.08,40,2410
Air_India,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.33,25,5246
Air_India,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.33,18,7069
Vistara,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.5,18,6296
Air_India,Delhi,Morning,one,Evening,Bangalore,Economy,7.83,36,4230
Air_India,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,13,11520
Indigo,Delhi,Morning,two_or_more,Evening,Mumbai,Economy,9.67,21,2568
Indigo,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,29,2410
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.58,27,3090
Air_India,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.25,41,6339
Vistara,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.92,13,10680
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,11,12150
Vistara,Delhi,Morning,one,Night,Bangalore,Economy,11.17,34,4496
Vistara,Delhi,Morning,one,Night,Mumbai,Economy,11.17,30,6296
Vistara,Delhi,Night,one,Morning,Bangalore,Economy,12.17,34,4272
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.25,12,7423
GO_FIRST,Delhi,Morning,one,Afternoon,Mumbai,Economy,6.75,26,5087
Vistara,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,11,5955
GO_FIRST,Delhi,Evening,one,Morning,Mumbai,Economy,15.17,2,14409
Vistara,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.75,33,4896
GO_FIRST,Delhi,Morning,one,Evening,Bangalore,Economy,5.67,18,4020
Air_India,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,23,7262
Air_India,Delhi,Early_Morning,one,Morning,Bangalore,Economy,6.75,46,6177
Air_India,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,27,3855
Vistara,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.0,47,6296
GO_FIRST,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.83,42,8275
SpiceJet,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,13,6060
Indigo,Delhi,Evening,one,Night,Mumbai,Economy,4.42,17,7908
GO_FIRST,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.25,6,5954
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,24.42,2,17348
Indigo,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.92,21,4500
Air_India,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.75,15,5099
Vistara,Delhi,Afternoon,one,Evening,Bangalore,Economy,28.17,34,6963
Vistara,Delhi,Morning,one,Night,Mumbai,Economy,11.17,2,14513
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,5.83,46,6296
Indigo,Delhi,Late_Night,one,Morning,Bangalore,Economy,6.67,20,4189
Air_India,Delhi,Early_Morning,one,Night,Bangalore,Economy,16.0,39,6471
Vistara,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,24,3100
SpiceJet,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,10,12465
Vistara,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,47,5227
Air_India,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,14,8160
GO_FIRST,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.83,33,8275
Vistara,Delhi,Evening,one,Night,Bangalore,Economy,5.08,29,4896
Air_India,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.75,17,4007
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,8.25,7,10680
Vistara,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.58,6,10198
Indigo,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.08,45,4479
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,8.0,40,5958
Vistara,Delhi,Evening,one,Night,Bangalore,Economy,6.08,15,4896
Indigo,Delhi,Evening,one,Early_Morning,Mumbai,Economy,10.17,47,3549
AirAsia,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,13.75,49,2409
Indigo,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,31,2949
GO_FIRST,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12.83,5,7424
Vistara,Delhi,Night,one,Morning,Mumbai,Economy,11.58,8,12150
Air_India,Delhi,Night,one,Morning,Mumbai,Economy,11.33,49,6181
Vistara,Delhi,Afternoon,zero,Evening,Bangalore,Economy,2.75,11,7425
Air_India,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,33,5702
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,7.42,9,10995
Indigo,Delhi,Evening,one,Night,Mumbai,Economy,4.92,9,11326
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,8.0,12,11179
SpiceJet,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,21.08,29,3519
Air_India,Delhi,Night,one,Morning,Mumbai,Economy,10.33,24,5525
Vistara,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.92,37,4496
SpiceJet,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,27,10077
GO_FIRST,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.25,15,2410
GO_FIRST,Delhi,Afternoon,one,Night,Bangalore,Economy,6.08,28,5610
GO_FIRST,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,37,2410
